                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                 1.3208,                 1.5288,                 1.8163,                0.38214,                0.50146,                0.37497,                0.21355,                 1.4765,                  1.939,                 1.8954,             0.00073456,             0.00073456,             0.00073456
                    115,                 1.3363,                 1.5252,                 1.8089,                 0.4022,                0.43001,                0.37432,                0.22275,                 1.5262,                 1.9776,                 1.9244,             0.00072631,             0.00072631,             0.00072631
                    116,                 1.2906,                 1.3997,                 1.8146,                0.51996,                0.45961,                0.43601,                0.27211,                 1.3787,                   1.95,                 1.7987,             0.00071806,             0.00071806,             0.00071806
                    117,                 1.3225,                 1.4516,                 1.7746,                0.37682,                0.57328,                0.41208,                0.26881,                 1.3155,                 2.0984,                 1.7547,             0.00070981,             0.00070981,             0.00070981
                    118,                 1.3307,                 1.4289,                 1.8093,                0.41805,                 0.5053,                 0.3978,                0.25457,                 1.3229,                 1.8971,                 1.7751,             0.00070156,             0.00070156,             0.00070156
                    119,                 1.2883,                 1.4642,                  1.817,                0.39039,                0.52605,                0.36554,                0.22725,                 1.3135,                 1.9626,                 1.7898,             0.00069331,             0.00069331,             0.00069331
                    120,                 1.2601,                 1.4038,                 1.7383,                0.39039,                0.52605,                0.36554,                0.22725,                 1.3135,                 1.9626,                 1.7898,             0.00068505,             0.00068505,             0.00068505
                    121,                 1.2698,                 1.4015,                  1.751,                 0.4344,                0.45993,                0.38479,                0.24768,                 1.2674,                 2.0088,                 1.7534,              0.0006768,              0.0006768,              0.0006768
                    122,                 1.3173,                 1.5158,                 1.8176,                0.41069,                0.55227,                0.42431,                0.27983,                 1.1968,                 1.9575,                  1.688,             0.00066855,             0.00066855,             0.00066855
                    123,                 1.3067,                 1.4023,                 1.7915,                 0.4282,                0.44169,                0.39521,                0.25189,                 1.2878,                 1.9678,                  1.752,              0.0006603,              0.0006603,              0.0006603
                    124,                 1.3138,                 1.3606,                 1.7884,                0.50097,                 0.4459,                 0.4078,                0.25476,                 1.3634,                 2.0409,                 1.8086,             0.00065205,             0.00065205,             0.00065205
                    125,                 1.3043,                 1.4469,                 1.7844,                0.37545,                 0.5718,                0.41718,                0.26002,                 1.4325,                 2.0271,                 1.8455,              0.0006438,              0.0006438,              0.0006438
                    126,                 1.3072,                 1.3578,                 1.7771,                0.43756,                0.51188,                0.43695,                0.27652,                 1.3617,                 1.8536,                 1.7693,             0.00063554,             0.00063554,             0.00063554
                    127,                 1.3232,                 1.4453,                 1.7433,                0.45914,                0.46637,                 0.4294,                0.27501,                 1.2963,                 1.8215,                  1.729,             0.00062729,             0.00062729,             0.00062729
                    128,                 1.2851,                 1.4221,                 1.7326,                0.38775,                0.48793,                0.38205,                0.24026,                  1.297,                 2.0173,                 1.7502,             0.00061904,             0.00061904,             0.00061904
                    129,                 1.2963,                 1.3954,                 1.7764,                0.40459,                0.49817,                0.39201,                0.24789,                 1.3244,                 2.0036,                 1.7729,             0.00061079,             0.00061079,             0.00061079
                    130,                 1.2581,                 1.4118,                 1.7215,                0.39734,                 0.5862,                0.43581,                0.28766,                 1.2712,                 1.9382,                 1.7011,             0.00060254,             0.00060254,             0.00060254
